cod_producto;nombre_producto;categoria_producto;subcategoria_producto;precio_unitario
PROD02515;CHOCOLATE JBO TRADICIONAL ;DESPENSA;CHOCOLATE DE MESA;164.5
PROD02516;CHOCOLATE LA ESPECIAL ;DESPENSA;CHOCOLATE DE MESA;249.5
PROD02517;CHOCOLATE LUKER AMARGO ;DESPENSA;CHOCOLATE DE MESA;319.5
PROD02518;CHOCOLATE QUESADA CLAVOS Y CANELAX 500G - CHOCOLATE QUESADA  CLAVOS Y CANELA ;DESPENSA;CHOCOLATE DE MESA;195.65
PROD02519;CHOCOLATE QUESADA CON AZÈCAR CLAVOS Y CANELA ;DESPENSA;CHOCOLATE DE MESA;219.5
PROD02520;CHOCOLATE QUESADA VAINILLA ;DESPENSA;CHOCOLATE DE MESA;195.65
PROD02521;CHOCOLATE RESELLABLE CORONA  ;DESPENSA;CHOCOLATE DE MESA;279.5
PROD02522;CHOCOLATE SOL BAJO AZÈCAR CERO COLESTEROL ;DESPENSA;CHOCOLATE DE MESA;209.65
PROD02523;CHOCOLATE VAINILLA LA ESPECIAL ;DESPENSA;CHOCOLATE DE MESA;289.5
PROD02524;COCOA CORONA ;DESPENSA;CHOCOLATE DE MESA;239.5
PROD02525;ACHIOTE ENTERO GRANAROMA  ;DESPENSA;CONDIMENTOS;
PROD02526;ADOBO AL AJILLO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02527;AJ÷ MOLIDO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02528;ALBAHACA EN ESCAMA PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02529;"ALBAHACA GOURMET P&I; ";DESPENSA;CONDIMENTOS;
PROD02530;AN÷S EN ESTRELLA PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02531;AN÷S ESTRELLADO  GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02532;CILANTRO ESCAMA GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02533;CILANTRO NATURAL PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02534;CLAVO ENTERO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02535;CONDIMENTO ORêGANO ;DESPENSA;CONDIMENTOS;
PROD02536;CONDIMENTO PAPRIKA ESPA•OLA ;DESPENSA;CONDIMENTOS;
PROD02537;CREMA KNORR MARINERA ;DESPENSA;CONDIMENTOS;
PROD02538;CURCUMA MOLIDO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02539;CÈRCUMA NATURAL PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02540;"CURRY EN POLVO P&I; GOURMET ";DESPENSA;CONDIMENTOS;
PROD02541;CURRY NATURAL PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02542;FRASCO PREMIUM AJO PURO 48 G - EL REY;DESPENSA;CONDIMENTOS;
PROD02543;FRASCO PREMIUM COLOR 60 G - EL REY;DESPENSA;CONDIMENTOS;
PROD02544;FRASCO PREMIUM CURRY 44 G - EL REY;DESPENSA;CONDIMENTOS;
PROD02545;FRASCO PREMIUM TRICOMPLETO 51 G - EL REY;DESPENSA;CONDIMENTOS;
PROD02546;GUISO CASERO CON RANCHERO Y TROZOS VEGETALES FRUCO ;DESPENSA;CONDIMENTOS;
PROD02547;JENGIBRE MOLIDO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02548;JENGIBRE MOLIDO PRODUCTO DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02549;LAUREL GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02550;LAUREL MOLIDO  GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02551;LINAZA MOLIDA ABURRµ ;DESPENSA;CONDIMENTOS;
PROD02552;MEZCLA COLOREY COLORANTES ZIPPER ;DESPENSA;CONDIMENTOS;
PROD02553;MEZCLA CONDIMENTOS DON GUSTICO ;DESPENSA;CONDIMENTOS;
PROD02554;MEZCLA LISTA EL REY FRIJOLES ;DESPENSA;CONDIMENTOS;
PROD02555;MEZCLA LISTA EL REY LENTEJAS ;DESPENSA;CONDIMENTOS;
PROD02556;MEZCLA PARA SOPAS  GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02557;MEZCLA POLVO GUSTIARROZ ;DESPENSA;CONDIMENTOS;
PROD02558;NUEZ MOSCADA ENTERA GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02559;ORêGANO MOLIDO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02560;ORêGANO NATURAL PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02561;PAPRIKA DULCE MOLIDA GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02562;PAPRIKA MCCORMICK ;DESPENSA;CONDIMENTOS;
PROD02563;PASTA AJO EL REY NATURAL ;DESPENSA;CONDIMENTOS;
PROD02564;PEREJIL ESCAMA  GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02565;PEREJIL NATURAL PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02566;PIMENTERO REY ED ESPECIAL;DESPENSA;CONDIMENTOS;
PROD02567;"PIMIENTA ROJA TRITURA P&I; GOURMET ";DESPENSA;CONDIMENTOS;
PROD02568;REY BOLSA AJO ;DESPENSA;CONDIMENTOS;
PROD02569;REY BOLSA BICARBONATO ;DESPENSA;CONDIMENTOS;
PROD02570;REY BOLSA CLAVO PEPA ;DESPENSA;CONDIMENTOS;
PROD02571;REY BOLSA COLOR ;DESPENSA;CONDIMENTOS;
PROD02572;REY BOLSA COMINO MOLIDO ;DESPENSA;CONDIMENTOS;
PROD02573;REY BOLSA CONDIACHIOTE ;DESPENSA;CONDIMENTOS;
PROD02574;REY BOLSA CONDICOMPLETO ;DESPENSA;CONDIMENTOS;
PROD02575;REY BOLSA CÈRCUMA ;DESPENSA;CONDIMENTOS;
PROD02576;REY BOLSA FINAS HIERBAS ;DESPENSA;CONDIMENTOS;
PROD02577;REY BOLSA LAUREL ;DESPENSA;CONDIMENTOS;
PROD02578;REY BOLSA ORêGANO 10G - EL REY;DESPENSA;CONDIMENTOS;
PROD02579;REY BOLSA PIMIENTA MOLIDA ;DESPENSA;CONDIMENTOS;
PROD02580;REY BOLSA SALSINA ;DESPENSA;CONDIMENTOS;
PROD02581;REY BOLSA TRICOMPLETO ;DESPENSA;CONDIMENTOS;
PROD02582;REY CANELA ASTILLA CHAPETA ;DESPENSA;CONDIMENTOS;
PROD02583;REY CANELA SELECCI‡N. CHAPETA ;DESPENSA;CONDIMENTOS;
PROD02584;REY CEBOLLA ;DESPENSA;CONDIMENTOS;
PROD02585;REY CHAPETA SUPERCANELA ;DESPENSA;CONDIMENTOS;
PROD02586;REY FRASCO PREMIUM HIERBAS ITALIANAS ;DESPENSA;CONDIMENTOS;
PROD02587;REY FRASCO PREMIUM PEREJIL 10 G - EL REY;DESPENSA;CONDIMENTOS;
PROD02588;REY FRASCO SALSA DE AJO ;DESPENSA;CONDIMENTOS;
PROD02589;REY GUISO LISTO 100G- EL REY;DESPENSA;CONDIMENTOS;
PROD02590;REY PASTA DE CEBOLLA ;DESPENSA;CONDIMENTOS;
PROD02591;REY PASTAS AJO ;DESPENSA;CONDIMENTOS;
PROD02592;ROMERO  GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02593;SAL DE AJO ;DESPENSA;CONDIMENTOS;
PROD02594;SAL MARINA REFISAL BOLSA ;DESPENSA;CONDIMENTOS;
PROD02595;SAL MARINA REFISAL DUOPACK ;DESPENSA;CONDIMENTOS;
PROD02596;SAL REFISAL MARINA ;DESPENSA;CONDIMENTOS;
PROD02597;SAL REFISAL MARINA CRISTAL FINO SALERO ;DESPENSA;CONDIMENTOS;
PROD02598;SAL REFISAL PARRILLERA TARRO ;DESPENSA;CONDIMENTOS;
PROD02599;SAL REFISAL SALERO ;DESPENSA;CONDIMENTOS;
PROD02600;SAL REFISAL VITAL ;DESPENSA;CONDIMENTOS;
PROD02601;SAL REFISAL VITAL SALERO ;DESPENSA;CONDIMENTOS;
PROD02602;SAL VITAL  REFISAL TARRO ;DESPENSA;CONDIMENTOS;
PROD02603;SAZONADOR PARA AVES PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02604;SAZONADOR PARA PESCADOS PRODUCTOS DEL RIO  ;DESPENSA;CONDIMENTOS;
PROD02605;SAZONADOR PARA RES PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02606;SAZONAREY CHAPETA 55G - EL REY;DESPENSA;CONDIMENTOS;
PROD02607;SAZONAREY ZIP 90G - REY;DESPENSA;CONDIMENTOS;
PROD02608;SAZONATODO MAGGI ;DESPENSA;CONDIMENTOS;
PROD02609;SAZONATODO MAGGI CON ESPECIAS NATURALES ;DESPENSA;CONDIMENTOS;
PROD02610;TOMILLO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02611;TOMILLO HOJA NATURAL PRODUCTOS DEL RIO ;DESPENSA;CONDIMENTOS;
PROD02612;TOMILLO MOLIDO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02613;YERBABUENA GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02614;BICARBONATO DE SODIO EL REY CAJA ;DESPENSA;CONDIMENTOS;
PROD02615;BOLDO GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02616;BOLSA SAL REFISAL ;DESPENSA;CONDIMENTOS;
PROD02617;CALDO CON COSTILLA DESHIDRATADO MAGGI DOBLE GUSTO CON CILANTRO ;DESPENSA;CONDIMENTOS;
PROD02618;CALDO CON COSTILLA RICOSTILLA ;DESPENSA;CONDIMENTOS;
PROD02619;CALDO CON COSTILLAS RICOSTILLA ;DESPENSA;CONDIMENTOS;
PROD02620;CALDO DE GALLINA DESHIDRATADO MAGGI ;DESPENSA;CONDIMENTOS;
PROD02621;CALDO DE GALLINA DESHIDRATADO MAGGI CON ESPECIAS SOBRE ;DESPENSA;CONDIMENTOS;
PROD02622;CALDO DE GALLINA DESHIDRATADO MAGGI DOBLE GUSTO CON ESPECIAS ;DESPENSA;CONDIMENTOS;
PROD02623;CALDO DE GALLINA DO•A GALLINA ;DESPENSA;CONDIMENTOS;
PROD02624;CALDO DE GALLINA MAGGI DESMENUZADO SOBRE ;DESPENSA;CONDIMENTOS;
PROD02625;CALDO DE VERDURAS DESHIDRATADO MAGGI DOBLE GUSTO CON CILANTRO ;DESPENSA;CONDIMENTOS;
PROD02626;CALDO DONA GALLINA DESMENUZADO ;DESPENSA;CONDIMENTOS;
PROD02627;CALDO KNORR COSTILLA DESMENCHADA SOBRE ;DESPENSA;CONDIMENTOS;
PROD02628;CALDO KNORR GALLINA SOBRE ;DESPENSA;CONDIMENTOS;
PROD02629;CALDO MAGGI COSTILLA ESPECIAS DESMENUZADA ;DESPENSA;CONDIMENTOS;
PROD02630;CALDO RICO ;DESPENSA;CONDIMENTOS;
PROD02631;CALDO RICOSTILLA DESMENUZADO ;DESPENSA;CONDIMENTOS;
PROD02632;CANELA GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02633;CANELA MOLIDA GRANAROMA ;DESPENSA;CONDIMENTOS;
PROD02634;CANELA MOLIDA REY ;DESPENSA;CONDIMENTOS;
PROD02635;ACEITUNA EXCELENCIA RELLENA DE ANCHOA;DESPENSA;ENLATADOS Y CONSERVAS;247.5
PROD02636;ACEITUNA EXCELENCIA VERDE MANZANA PIMENT‡N FRASCO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02637;ACEITUNA EXCELENCIA VERDE MANZANA RODAJAS FRASCO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02638;ACEITUNA NEGRA CON HUESO EXCELENCIA ;DESPENSA;ENLATADOS Y CONSERVAS;329.5
PROD02639;ACEITUNA RELLENA DE ANCHOA EXCELENCIA;DESPENSA;ENLATADOS Y CONSERVAS;269.5
PROD02640;ACEITUNAS EXCELENCIA VERDE CON HUESO ;DESPENSA;ENLATADOS Y CONSERVAS;149.5
PROD02641;ACEITUNAS EXCELENCIA VERDE SIN HUESO ;DESPENSA;ENLATADOS Y CONSERVAS;149.5
PROD02642;ACEITUNAS JALKIDIKIS VERDES OLYMP ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02643;ACEITUNAS JBO NEGRAS DESHUESADAS ;DESPENSA;ENLATADOS Y CONSERVAS;319.5
PROD02644;ACEITUNAS JBO NEGRAS HUESO ;DESPENSA;ENLATADOS Y CONSERVAS;309.5
PROD02645;ACEITUNAS JBO VERDES DESHUESADAS ;DESPENSA;ENLATADOS Y CONSERVAS;319.5
PROD02646;ACEITUNAS JBO VERDES HUESO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02647;ACEITUNAS JBO VERDES RELLENAS ANCHOA ;DESPENSA;ENLATADOS Y CONSERVAS;199.5
PROD02648;ACEITUNAS JBO VERDES RELLENAS DE SALM‡N ;DESPENSA;ENLATADOS Y CONSERVAS;199.5
PROD02649;ADEREZOS ANTIPASTO ;DESPENSA;ENLATADOS Y CONSERVAS;314.5
PROD02650;ALAMAR ENSALADA DE ATÈN CON ARROZ ;DESPENSA;ENLATADOS Y CONSERVAS;187.5
PROD02651;ALAMAR ENSALADA DE ATÈN; CHAMPI•ONES Y FINAS HIERBAS ;DESPENSA;
PROD02652;ALAMAR ENSALADA PRIMAVERA ;DESPENSA;ENLATADOS Y CONSERVAS;224.5
PROD02653;ALBONDIGAS ZENÈ SALSA ;DESPENSA;ENLATADOS Y CONSERVAS;224.5
PROD02654;ALCAPARRA EN VINAGRE ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02655;ALCAPARRA LA CORU•A VINAGRE ;DESPENSA;ENLATADOS Y CONSERVAS;194.5
PROD02656;ARVEJA CON ZANAHORIA SAN JORGE ;DESPENSA;ENLATADOS Y CONSERVAS;154.5
PROD02657;ARVEJA EN LATA NATURAL DEL CAMPO ;DESPENSA;ENLATADOS Y CONSERVAS;134.5
PROD02658;ARVEJA LA CORU•A NATURAL ;DESPENSA;ENLATADOS Y CONSERVAS;189.5
PROD02659;ARVEJA PREDILECTA ;DESPENSA;ENLATADOS Y CONSERVAS;164.5
PROD02660;ARVEJA SAN JORGE SABANERA ;DESPENSA;ENLATADOS Y CONSERVAS;144.5
PROD02661;ARVEJA SAN JORGE ZANAHORIA ;DESPENSA;ENLATADOS Y CONSERVAS;209.5
PROD02662;ARVEJA SAN JORGE ZANAHORIA  ;DESPENSA;ENLATADOS Y CONSERVAS;249.5
PROD02663;ARVEJA TIERNA SAN JORGA LATA ;DESPENSA;ENLATADOS Y CONSERVAS;239.5
PROD02664;ARVEJAS CON ZANAHORIA ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;159.5
PROD02665;ARVEJAS ZENÈ ZANAHORIA LATA ;DESPENSA;ENLATADOS Y CONSERVAS;249.5
PROD02666;ATÈN ALAMAR DELITUN TROCITOS ACEITE VEGETAL ;DESPENSA;ENLATADOS Y CONSERVAS;234.5
PROD02667;ATÈN ALAMAR DELITUN TROCITOS AGUA ;DESPENSA;ENLATADOS Y CONSERVAS;164.5
PROD02668;ATÈN ISABEL SANDUCHERO EN ACEITE NATURAL; TROZOS DE ATÈN ;DESPENSA;
PROD02669;ATÈN JBO LOMITOS ACEITE OLIVA ;DESPENSA;ENLATADOS Y CONSERVAS;249.5
PROD02670;ATÈN JBO LOMO ACEITE SOYA ;DESPENSA;ENLATADOS Y CONSERVAS;209.5
PROD02671;ATÈN JBO LOMO AGUA ;DESPENSA;ENLATADOS Y CONSERVAS;199.5
PROD02672;ATÈN VAN CAMPS LOMITOS ACEITE ;DESPENSA;ENLATADOS Y CONSERVAS;249.5
PROD02673;ATÈN VAN CAMPS LOMITOS AGUA ;DESPENSA;ENLATADOS Y CONSERVAS;249.5
PROD02674;CHAMPI•‡N ENTERO JBO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02675;CHAMPI•‡N LAMINADO JBO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02676;CONSERVA JBO PESCADO SALSA TOMATE ;DESPENSA;ENLATADOS Y CONSERVAS;119.5
PROD02677;CONSERVA JBO PESCADO SALSA TOMATE OVAL ;DESPENSA;ENLATADOS Y CONSERVAS;209.5
PROD02678;DURAZNOS ALM÷BAR MITADES MONTEAGLE ;DESPENSA;ENLATADOS Y CONSERVAS;199.5
PROD02679;DURAZNOS MµXIMA ALMIBAR MITADES ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02680;ENSALADA ATÈN ;DESPENSA;ENLATADOS Y CONSERVAS;219.5
PROD02681;ENSALADA DE ATÈN ISABEL CON VEGETALES Y MA÷Z ;DESPENSA;ENLATADOS Y CONSERVAS;239.5
PROD02682;ENSALADA DE MA÷Z Y CHAMPI•ONES ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;194.5
PROD02683;ENSALADA DE VEGETALES ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;169.5
PROD02684;EXCELENCIA DEL OLIVAR ACEITUNAS VERDES MANZANILLA RELLENAS DE PIMIENTO ASADO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02685;FRIJOL RESPIN CON TOCINO ;DESPENSA;ENLATADOS Y CONSERVAS;237.65
PROD02686;FRIJOLES REFRITOS BAYOS LA COSTE•A ;DESPENSA;ENLATADOS Y CONSERVAS;329.5
PROD02687;GARBANZO LA CORU•A NATURAL ;DESPENSA;ENLATADOS Y CONSERVAS;129.5
PROD02688;JALAPE•O RAJAS LA COSTE•A ;DESPENSA;ENLATADOS Y CONSERVAS;279.5
PROD02689;JALAPE•OS LA COSTE•A ;DESPENSA;ENLATADOS Y CONSERVAS;229.5
PROD02690;JAMONETA ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;259.5
PROD02691;LA CORU•A PEPINILLOS EN VINAGRE ;DESPENSA;ENLATADOS Y CONSERVAS;209.5
PROD02692;LENTEJAS CON SALCHICHA Y PAPA RESPIN ;DESPENSA;ENLATADOS Y CONSERVAS;234.5
PROD02693;MA÷Z EN CONSERVA ;DESPENSA;ENLATADOS Y CONSERVAS;169.5
PROD02694;MA÷Z TIERNO LA CORU•A ;DESPENSA;ENLATADOS Y CONSERVAS;269.5
PROD02695;MA÷Z TIERNO RESPIN ;DESPENSA;ENLATADOS Y CONSERVAS;214.5
PROD02696;MA÷Z TIERNO ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;174.5
PROD02697;PALMITOS DEL PUTUMAYO EN TROCITOS ;DESPENSA;ENLATADOS Y CONSERVAS;309.5
PROD02698;PEPINILLO AGRIDULCE RODAJA DÔPASCUALI ;DESPENSA;ENLATADOS Y CONSERVAS;269.5
PROD02699;PEPINILLO LA CORU•A AGRIDULCE ;DESPENSA;ENLATADOS Y CONSERVAS;194.5
PROD02700;PI•A EN RODAJAS ;DESPENSA;ENLATADOS Y CONSERVAS;329.5
PROD02701;ARVEJA SABANERA SAN JORGE ;DESPENSA;ENLATADOS Y CONSERVAS;224.5
PROD02702;SALCHICHAS VIENA DE POLLO ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;154.5
PROD02703;SALCHICHAS VIENA JBO ;DESPENSA;ENLATADOS Y CONSERVAS;124.5
PROD02704;SARDINA CIL÷NDRICA VAN CAMPS ABRE FµCIL ;DESPENSA;ENLATADOS Y CONSERVAS;214.5
PROD02705;SARDINA VAN CAMPS PREMIUM SALSA TOMATE ;DESPENSA;ENLATADOS Y CONSERVAS;239.5
PROD02706;SARDINAS CABO DE PENAS TOMATE ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02707;SARDINAS VIGILANTE ACEITE VEGETAL ;DESPENSA;ENLATADOS Y CONSERVAS;329.5
PROD02708;BREVAS LA CORU•A EN ALM÷BAR ;DESPENSA;ENLATADOS Y CONSERVAS;339.5
PROD02709;CARNE DE DIABLO ZENÈ ;DESPENSA;ENLATADOS Y CONSERVAS;224.5
PROD02710;CEBOLLITA ROJA ;DESPENSA;ENLATADOS Y CONSERVAS;209.5
PROD02711;CEBOLLITAS BLANCA ;DESPENSA;ENLATADOS Y CONSERVAS;204.5
PROD02712;CEBOLLITAS ROJAS ;DESPENSA;ENLATADOS Y CONSERVAS;214.5
PROD02713;CEREZA MARASCHINO LA CORUNA ;DESPENSA;ENLATADOS Y CONSERVAS;219.5
PROD02714;CEREZAS ALFA MARRASCHINO ;DESPENSA;ENLATADOS Y CONSERVAS;299.5
PROD02715;EMPANIZADOR DE ARROZ NNOVA RICE ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;199.5
PROD02716;FêCULA DE MA÷Z MAIZENA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;97.5
PROD02717;HARINA CAROLINA ARROZ ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;214.5
PROD02718;HARINA CAROLINA CENTENO ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;279.5
PROD02719;HARINA CAROLINA QUINUA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;309.5
PROD02720;HARINA DE MA÷Z BLANCO EXTRAFINA DO•AREPA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;149.5
PROD02721;HARINA DE MA÷Z BLANCO EXTRAFINA DO•AREPA  ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;89.5
PROD02722;HARINA DE TRIGO CON POLVO PARA HORNEAR HAZ DE OROS ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;219.5
PROD02723;HARINA DE TRIGO INTEGRAL HAZ DE OROS ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;107.5
PROD02724;HARINA DE TRIGO TRADICIONAL HAZ DE OROS ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;87.5
PROD02725;HARINA DEL CAMPO PRECOCIDA DE MA÷Z DO•AREPA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;149.5
PROD02726;HARINA JBO PRECOCIDA MA÷Z AMARILLO ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;77.5
PROD02727;HARINA JBO PRECOCIDA MA÷Z BLANCO ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;119.5
PROD02728;HARINA MµXIMA PRECOCIDA MA÷Z AMARILLO ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;119.5
PROD02729;HARINA PAN AMARILLA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;164.5
PROD02730;HARINA PAN BLANCA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;159.5
PROD02731;HARINA PAN INTEGRAL BLANCA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;184.5
PROD02732;HARINA PAN MA÷Z DULCE ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;289.5
PROD02733;HARINA PRECOCIDA DE MA÷Z AMARILLO DO•AREPA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;159.5
PROD02734;HARINA PROMASA AMARILLA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;169.5
PROD02735;HARINA PROMASA BLANCA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;169.5
PROD02736;MEZCLA AUNT JEMIMA ORIGINAL PAGUE 500G LLEVE 600G;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;339.5
PROD02737;MEZCLA LISTA PANCAKES CREPES WAFFLES MAIZENA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;214.5
PROD02738;MEZCLA LISTA PARA AREPAS DE CHOCLO DO•AREPA ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;279.5
PROD02739;MEZCLA LISTA PARA EMPANDAS BELLINI ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;189.5
PROD02740;PROMASA AMARILLA POLIETILENO ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;82.5
PROD02741;PROMASA BLANCA POLIETILENO ;DESPENSA;HARINAS Y MEZCLAS PARA PREPARAR;82.5
PROD02742;CONCHA SAN REMO ;DESPENSA;PASTAS;49.5
PROD02743;ESPAGUETI SAN REMO ;DESPENSA;PASTAS;49.5
PROD02744;FIDEO COMARRICO ;DESPENSA;PASTAS;82.5
PROD02745;FIDEO SAN REMO ;DESPENSA;PASTAS;49.5
PROD02746;FUSILLI BARILLA ;DESPENSA;PASTAS;279.5
PROD02747;FUSILLI CUISINE & CO ;DESPENSA;PASTAS;149.5
PROD02748;GNOCHI LA MOLISANA PAPA ;DESPENSA;PASTAS;299.5
PROD02749;GNOCHI LA MOLISANA PAPA LIBRE SIN GLUTEN ;DESPENSA;PASTAS;259.5
PROD02750;LASAGNA DORIA ;DESPENSA;PASTAS;289.5
PROD02751;MACARR‡N INSTANTµNEO CON QUESO DORIA  ;DESPENSA;PASTAS;107.5
PROD02752;MACARRONCITO SAN REMO ;DESPENSA;PASTAS;49.5
PROD02753;MACARRONI-CHEESE SPIRALS ;DESPENSA;PASTAS;199.5
PROD02754;MACARRONI-CHEESE THREE ;DESPENSA;PASTAS;204.5
PROD02755;PASTA BUCATINI PASTAS LA MU•ECA ;DESPENSA;PASTAS;77.5
PROD02756;PASTA CABELLO DE ANGEL PASTAS LA MU•ECA ;DESPENSA;PASTAS;144.5
PROD02757;PASTA CABELLO DE µNGEL SAN REMO ;DESPENSA;PASTAS;49.5
PROD02758;PASTA CAPELLI DÔANGELO CONZAZONI ;DESPENSA;PASTAS;269.5
PROD02759;PASTA CLµSICA CABELLO DE µNGEL DORIA ;DESPENSA;PASTAS;139.5
PROD02760;PASTA CLµSICA CODOS DORIA ;DESPENSA;PASTAS;84.5
PROD02761;PASTA CLµSICA CONCHA DORIA ;DESPENSA;PASTAS;154.5
PROD02762;PASTA CLµSICA CONCHITA DORIA ;DESPENSA;PASTAS;82.5
PROD02763;PASTA CLµSICA FIDEO DORIA ;DESPENSA;PASTAS;139.5
PROD02764;PASTA CLµSICA MACARR‡N CORTO DORIA ;DESPENSA;PASTAS;82.5
PROD02765;PASTA CLµSICA RIGATONI DORIA ;DESPENSA;PASTAS;144.5
PROD02766;PASTA CLµSICA SPAGHETTI DORIA ;DESPENSA;PASTAS;199.5
PROD02767;PASTA CLµSICA TALLAR÷N DORIA ;DESPENSA;PASTAS;84.5
PROD02768;PASTA CLµSICA TORNILLOS DORIA ;DESPENSA;PASTAS;82.5
PROD02769;PASTA CODO PASTAS LA MU•ECA ;DESPENSA;PASTAS;77.5
PROD02770;PASTA COMARRICO SPAGUETTI ;DESPENSA;PASTAS;44.5
PROD02771;PASTA CONCHA PASTAS LA MU•ECA ;DESPENSA;PASTAS;119.5
PROD02772;PASTA CONCHIGLIE CONZAZONI ;DESPENSA;PASTAS;309.5
PROD02773;PASTA CONCHITA SAN REMO ;DESPENSA;PASTAS;49.5
PROD02774;PASTA CORBATA PASTAS LA MU•ECA ;DESPENSA;PASTAS;77.5
PROD02775;PASTA CUP SOPA INSTANTµNEA CARNE RES NOODLES ;DESPENSA;PASTAS;129.5
PROD02776;PASTA DE ARROZ DORIA SIN GLUTEN QUINOA CH÷A ;DESPENSA;PASTAS;339.5
PROD02777;PASTA DE ARROZ PENNE EL DORADO ;DESPENSA;PASTAS;259.5
PROD02778;PASTA DE MA÷Z GNOCCHI EL DORADO ;DESPENSA;PASTAS;259.5
PROD02779;PASTA DE MA÷Z PENNE EL DORADO ;DESPENSA;PASTAS;259.5
PROD02780;PASTA DE QU÷NOA SIN GLUTEN FUSILLI EL DORADO ;DESPENSA;PASTAS;329.5
PROD02781;PASTA DE QU÷NOA SIN GLUTEN SEDANI EL DORADO ;DESPENSA;PASTAS;329.5
